t,mag,stdev
-5.0,1.0,0.6773191669425762
-4.5,1.0,0.6384642452326971
-4.0,0.08938691080876993,0.6082292783857572
-3.5,0.12163323446499064,0.5846884717169228
-3.0,0.15758743613595616,0.5293719534588928
-2.5,-0.6047748584087209,0.5049457618815865
-2.0,-0.8039409735426588,0.4934865685970072
-1.5,-0.562941080657474,0.4801294095316856
-1.0,-0.3439274085559063,0.4642690190414803
-0.5,0.011914595763048652,0.4273434590505545
0.0,0.11422080156878778,0.6183576401474054
0.5,0.24752421939861335,0.6023420275314574
1.0,0.30030677069559175,0.5807270864342964
1.5,0.3819843947374899,0.5355383169705579
2.0,0.45151965922332726,0.5061012380189114
2.5,0.5092058742125847,0.5110302382670193
3.0,0.5667505818716534,0.47004340568469477
3.5,0.6043382014567129,0.41606040482887247
4.0,0.6770520213560727,0.36557245279274453
4.5,0.6967274994643531,0.32569180728511227
5.0,0.7258728409269066,0.2794911501357495
5.5,0.7968770053753853,0.24267852309900154
6.0,0.8222432564459581,0.20326057807840156
6.5,0.8660323565409058,0.1704194313375124
7.0,0.9039058209028923,0.13686020156124634
7.5,0.937953387856655,0.10654022481351581
8.0,0.9608530596682541,0.08122388334908114
8.5,0.9767572874243884,0.05801907434927247
9.0,0.9909252625022651,0.036841930978581204
9.5,0.9978743986147229,0.017560211172211005
10.0,1.0,0.0
10.5,0.997719721757985,0.01604640797653086
11.0,0.9918059150065517,0.03081129566704269
11.5,0.9802968434311055,0.04454101882330256
12.0,0.9645342389767411,0.057484550723711565
12.5,0.9462346372278788,0.06988177041952134
13.0,0.925747772835598,0.08195247893514801
13.5,0.901402459487849,0.09388722496215239
14.0,0.8740326269425294,0.10584084825467319
14.5,0.8438186985077645,0.11792923398426035
15.0,0.8109500792005117,0.13022924628072344
15.5,0.7756228469399457,0.1427813428942075
16.0,0.7380376362849075,0.15236355872401947
16.5,0.6945317276643266,0.16428171364939895
17.0,0.6469781332319684,0.17628211749911157
17.5,0.5968702702278321,0.18831767307824973
18.0,0.5444701857236751,0.20033091729963265
18.5,0.4900499334732906,0.21225822220567714
19.0,0.4338883381485772,0.22403331074248012
19.5,0.3762679645951099,0.2355900933256894
20.0,0.2705320723131419,0.24686488105345483
20.5,0.21058186674607837,0.2577980551053297
21.0,0.1503200752783176,0.2683352782807672
21.5,0.08998957134479202,0.278428330954353
22.0,0.03215807505220436,0.2880356450205371
22.5,-0.013388161845788282,0.2971225988749231
23.0,-0.05842396453736498,0.3056616259593353
23.5,-0.10294712940864148,0.3136321797979593
24.0,-0.14695656876967966,0.321020590124624
24.5,-0.19045116019517394,0.3278198376943518
25.0,-0.23342883620327548,0.3340292695788709
25.5,-0.2758858887801452,0.3396542719962744
26.0,-0.2512149811765312,0.344705913845326
26.5,-0.28259151571603525,0.34920057093566886
27.0,-0.31477981988919623,0.3531595382917921
27.5,-0.3478742714196841,0.35660863574296764
28.0,-0.3819498758088571,0.3595778102104881
28.5,-0.4170628069239797,0.37035224365333463
29.0,-0.453251147496772,0.37252360526874667
29.5,-0.4905357894134852,0.3743052832432207
30.0,-0.5289214578576207,0.3757406842303228
30.5,-0.5683978273682868,0.385450088799567
31.0,-0.6089407016948059,0.39538318253984894
31.5,-0.650513232918712,0.3965549888341714
32.0,-0.6930671586422648,0.39750004196424243
32.5,-0.7365440391299813,0.3982565713630929
33.0,-0.7808764791048048,0.39886271672602625
33.5,-0.8178488598592724,0.39935626718360023
34.0,-0.86106492523799,0.36303204589082205
34.5,-0.9039267394960602,0.36108549129892314
35.0,-0.9463694645706457,0.3591006105666861
35.5,-0.9883295187912982,0.35711858705152366
36.0,-1.016610601867523,0.35517972877910525
36.5,-1.0401003061692595,0.35332321622571233
37.0,-1.0622372403952447,0.2994820488329842
37.5,-1.0830364267609198,0.2967758697580747
38.0,-1.1049699118989116,0.2943478705544686
38.5,-1.153172341139486,0.29223743347868036
39.0,-1.1754649565667865,0.29048098018972834
39.5,-1.2044998646154461,0.2891115008201186
40.0,-1.227994853177167,0.2881581109002542
40.5,-1.2096830895101665,0.28764565949445464
41.0,-1.2204377888237357,0.28759441192297863
41.5,-1.229917038436513,0.2865534034903907
42.0,-1.2381566977545435,0.2659522421315084
42.5,-1.2451937328484988,0.26741781079862353
43.0,-1.24834422940964,0.2765897760740072
43.5,-1.3377930721464644,0.276457817823973
44.0,-1.3408814674809637,0.2768264454752555
44.5,-1.3659986542730698,0.277693099616198
45.0,-1.370554022232192,0.2790504945499349
45.5,-1.3979705572332577,0.28088702516214825
46.0,-1.4062021502666102,0.28318726679780226
46.5,-1.4133920086410132,0.28593254028452314
47.0,-1.4195808698875823,0.2891015123484077
47.5,-1.4248098717390523,0.29267080262302564
48.0,-1.4291203880253267,0.29661557174015973
48.5,-1.4325538751720526,0.2932146091964674
49.0,-1.4332909436885242,0.2961923284448538
49.5,-1.430179072362332,0.29941922947478167
50.0,-1.4256614956648201,0.30287241679368365
50.5,-1.4207008562638226,0.3065295026389121
51.0,-1.4153282902082807,0.31036883110864283
51.5,-1.4095738069164434,0.31436965334500516
52.0,-1.4035694491016075,0.31851225785219023
52.5,-1.4035003547830645,0.32277806089896616
53.0,-1.4032220156018216,0.3271496623565973
53.5,-1.402756855783538,0.33161087235505815
54.0,-1.40212620844071,0.3361467139081318
54.5,-1.4013503245592358,0.3407434062541287
55.0,-1.4004483848019196,0.34538833315533296
55.5,-1.3994385138648107,0.3500699998534634
56.0,-1.398434633907887,0.35477798183321696
56.5,-1.4031623708545666,0.35950286802906367
57.0,-1.4085801033307233,0.36423620063545464
57.5,-1.4172573365984449,0.36897041326107377
58.0,-1.4258307442108649,0.3736987688023424
58.5,-1.4343004791374083,0.3784152981004774
59.0,-1.4426663443373164,0.38311474018604585
59.5,-1.450927820395152,0.38779248470065203
